Date,Store,Weekly_Sales
2010-07-02,20,2143676.77
2010-07-02,21,711470.8
2010-07-02,22,1120259.71
2010-07-02,23,1549113.18
2010-07-02,24,1563387.94
2010-07-02,25,759407.87
2010-07-02,26,1078455.48
2010-07-02,27,2024554.1
2010-07-02,28,1399960.15
2010-07-02,29,581473.55
2010-07-02,30,450337.47
2010-07-02,31,1311704.92
2010-07-02,32,1187988.64
2010-07-02,33,267495.76
2010-07-02,34,919229.36
2010-07-02,35,1245827.08
2010-07-02,36,434252.15
2010-07-02,37,498292.53
2010-07-02,38,361181.48
2010-07-02,39,1352547.7
2010-07-02,40,1087578.78
2010-07-02,41,1273279.79
2010-07-02,42,507168.8
2010-07-02,43,667353.79
2010-07-02,44,300628.19
2010-07-02,45,800147.84
2010-07-09,1,1546074.18
2010-07-09,2,1880902.62
2010-07-09,3,349214.18
2010-07-09,4,1812208.22
2010-07-09,5,291808.87
2010-07-09,6,1690317.99
2010-07-09,7,593462.34
2010-07-09,8,845289.77
2010-07-09,9,485389.15
2010-07-09,10,1769793.37
2010-07-09,11,1280156.47
2010-07-09,12,943506.28
2010-07-09,13,1870843.9
2010-07-09,14,2236209.13
2010-07-09,15,691497.62
2010-07-09,16,614253.33
2010-07-09,17,836915.92
2010-07-09,18,1171391.41
2010-07-09,19,1577541.24
2010-07-09,20,2107285.85
2010-07-09,21,714677.47
2010-07-09,22,1092654.26
2010-07-09,23,1417535.78
2010-07-09,24,1665502.55
2010-07-09,25,719591.13
2010-07-09,26,1122356.53
2010-07-09,27,2119163.01
2010-07-09,28,1340293.87
2010-07-09,29,563449.43
2010-07-09,30,436293.4
2010-07-09,31,1315118.4
2010-07-09,32,1077253.67
2010-07-09,33,302423.93
2010-07-09,34,911210.81
2010-07-09,35,1268766.76
2010-07-09,36,471713.59
2010-07-09,37,502456.04
2010-07-09,38,343850.34
2010-07-09,39,1330473.47
2010-07-09,40,1058250.91
2010-07-09,41,1176079.59
2010-07-09,42,570069.48
2010-07-09,43,718748.33
2010-07-09,44,280472.78
2010-07-09,45,787062.0
2010-07-16,1,1448938.92
2010-07-16,2,1845879.79
2010-07-16,3,352728.78
2010-07-16,4,1898427.66
2010-07-16,5,280701.7
2010-07-16,6,1560120.8
2010-07-16,7,557166.35
2010-07-16,8,848630.57
2010-07-16,9,474030.51
2010-07-16,10,1828052.47
2010-07-16,11,1290609.54
2010-07-16,12,916402.76
2010-07-16,13,1932231.05
2010-07-16,14,2130287.27
2010-07-16,15,633203.69
2010-07-16,16,586583.69
2010-07-16,17,876591.41
2010-07-16,18,1115514.61
2010-07-16,19,1412157.02
2010-07-16,20,2031852.16
2010-07-16,21,755098.41
2010-07-16,22,988392.99
2010-07-16,23,1413124.11
2010-07-16,24,1418697.05
2010-07-16,25,726997.84
2010-07-16,26,1028151.72
2010-07-16,27,1880691.64
2010-07-16,28,1225336.41
2010-07-16,29,512292.01
2010-07-16,30,438068.71
2010-07-16,31,1335433.72
2010-07-16,32,1120172.24
2010-07-16,33,280937.84
2010-07-16,34,930269.79
2010-07-16,35,1124414.87
2010-07-16,36,466962.04
2010-07-16,37,485150.01
2010-07-16,38,338277.71
2010-07-16,39,1339811.68
2010-07-16,40,959229.09
2010-07-16,41,1179788.38
2010-07-16,42,558837.27
2010-07-16,43,696844.36
2010-07-16,44,297099.95
2010-07-16,45,723708.99
2010-07-23,1,1385065.2
2010-07-23,2,1781717.71
2010-07-23,3,352864.49
2010-07-23,4,1848426.78
2010-07-23,5,274742.63
2010-07-23,6,1585240.92
2010-07-23,7,570231.21
2010-07-23,8,785515.88
2010-07-23,9,462676.5
2010-07-23,10,1831676.03
2010-07-23,11,1244390.03
2010-07-23,12,912403.67
2010-07-23,13,1907351.2
2010-07-23,14,2044155.39
2010-07-23,15,598553.43
2010-07-23,16,588344.18
2010-07-23,17,893504.87
2010-07-23,18,1032908.23
2010-07-23,19,1372043.71
2010-07-23,20,1900535.9
2010-07-23,21,765823.48
2010-07-23,22,974123.2
2010-07-23,23,1333634.45
2010-07-23,24,1333740.35
2010-07-23,25,665290.93
2010-07-23,26,971615.62
2010-07-23,27,1808250.71
2010-07-23,28,1205884.98
2010-07-23,29,506502.09
2010-07-23,30,440491.33
2010-07-23,31,1276031.84
2010-07-23,32,1109574.11
2010-07-23,33,252734.31
2010-07-23,34,902050.95
2010-07-23,35,1121756.43
2010-07-23,36,452021.2
2010-07-23,37,491998.12
2010-07-23,38,328336.85
2010-07-23,39,1314651.83
2010-07-23,40,922341.82
2010-07-23,41,1192213.87
2010-07-23,42,491115.86
2010-07-23,43,649035.55
2010-07-23,44,292680.16
2010-07-23,45,714601.11
2010-07-30,1,1371986.6
2010-07-30,2,1804246.16
2010-07-30,3,347955.05
2010-07-30,4,1796637.61
2010-07-30,5,268929.03
2010-07-30,6,1532308.78
2010-07-30,7,603547.16
2010-07-30,8,787295.09
2010-07-30,9,468675.19
2010-07-30,10,1832664.03
2010-07-30,11,1250178.89
2010-07-30,12,913548.25
2010-07-30,13,1817887.23
2010-07-30,14,2054843.28
2010-07-30,15,619224.06
2010-07-30,16,562633.67
2010-07-30,17,833517.19
2010-07-30,18,1078557.62
2010-07-30,19,1366395.96
2010-07-30,20,1955896.59
2010-07-30,21,715876.27
2010-07-30,22,970773.64
2010-07-30,23,1319773.55
2010-07-30,24,1387517.63
2010-07-30,25,682124.34
2010-07-30,26,1005324.28
2010-07-30,27,1816489.53
2010-07-30,28,1150204.71
2010-07-30,29,509872.77
2010-07-30,30,437893.76
2010-07-30,31,1231993.14
2010-07-30,32,1065350.56
2010-07-30,33,242047.03
2010-07-30,34,875976.83
2010-07-30,35,1139131.78
2010-07-30,36,432451.91
2010-07-30,37,487912.95
2010-07-30,38,336378.38
2010-07-30,39,1308222.24
2010-07-30,40,953393.02
2010-07-30,41,1211136.63
2010-07-30,42,469598.57
2010-07-30,43,622112.23
2010-07-30,44,275020.96
2010-07-30,45,716859.27
2010-08-06,1,1605491.78
2010-08-06,2,1991909.98
2010-08-06,3,402635.76
2010-08-06,4,1907638.58
2010-08-06,5,303043.02
2010-08-06,6,1633241.59
2010-08-06,7,643854.17
2010-08-06,8,893399.77
2010-08-06,9,522815.45
2010-08-06,10,1949236.09
2010-08-06,11,1369634.92
2010-08-06,12,967576.95
2010-08-06,13,1969121.45
2010-08-06,14,2219813.5
2010-08-06,15,639651.24
2010-08-06,16,586936.45
2010-08-06,17,795301.17
2010-08-06,18,1166117.85
2010-08-06,19,1492060.89
2010-08-06,20,1910177.38
2010-08-06,21,739279.19
2010-08-06,22,1010326.14
2010-08-06,23,1417013.07
2010-08-06,24,1442819.28
2010-08-06,25,699464.43
2010-08-06,26,1125329.77
2010-08-06,27,1908036.68
2010-08-06,28,1523101.38
2010-08-06,29,519787.93
2010-08-06,30,441407.06
2010-08-06,31,1352401.08
2010-08-06,32,1144552.09
2010-08-06,33,262789.95
2010-08-06,34,987435.35
2010-08-06,35,1180183.39
2010-08-06,36,467442.94
2010-08-06,37,508576.62
2010-08-06,38,378574.44
2010-08-06,39,1409989.67
2010-08-06,40,1057295.87
2010-08-06,41,1338132.72
2010-08-06,42,579544.21
2010-08-06,43,698536.06
2010-08-06,44,296804.49
2010-08-06,45,746517.32
2010-08-13,1,1508237.76
2010-08-13,2,1895601.05
2010-08-13,3,339597.38
2010-08-13,4,2007050.75
2010-08-13,5,286477.35
2010-08-13,6,1547654.98
2010-08-13,7,598185.4
2010-08-13,8,867919.21
2010-08-13,9,481897.98
2010-08-13,10,1962996.7
2010-08-13,11,1384339.1
2010-08-13,12,928264.4
2010-08-13,13,1877592.55
2010-08-13,14,2052984.81
2010-08-13,15,622437.08
2010-08-13,16,543757.97
2010-08-13,17,759995.18
2010-08-13,18,1084722.78
2010-08-13,19,1418027.08
2010-08-13,20,2071022.45
2010-08-13,21,793589.18
2010-08-13,22,993097.43
2010-08-13,23,1346345.97
2010-08-13,24,1384243.75
2010-08-13,25,686072.39
2010-08-13,26,1011938.29
2010-08-13,27,1864436.12
2010-08-13,28,1218688.09
2010-08-13,29,495269.0
2010-08-13,30,444160.07
2010-08-13,31,1327719.34
2010-08-13,32,1157975.68
2010-08-13,33,265367.51
2010-08-13,34,951208.65
2010-08-13,35,1090587.5
2010-08-13,36,470436.8
2010-08-13,37,491815.83
2010-08-13,38,341400.72
2010-08-13,39,1371465.66
2010-08-13,40,924011.76
2010-08-13,41,1285976.53
2010-08-13,42,583079.97
2010-08-13,43,713479.91
2010-08-13,44,291028.09
2010-08-13,45,722262.21
2010-08-20,1,1513080.49
2010-08-20,2,1964335.23
2010-08-20,3,351728.21
2010-08-20,4,1997181.09
2010-08-20,5,287205.38
2010-08-20,6,1539930.5
2010-08-20,7,582353.17
2010-08-20,8,870676.44
2010-08-20,9,499325.38
2010-08-20,10,1983190.56
2010-08-20,11,1430192.37
2010-08-20,12,948447.34
2010-08-20,13,1997397.63
2010-08-20,14,2057138.31
2010-08-20,15,637090.44
2010-08-20,16,521516.96
2010-08-20,17,783929.7
2010-08-20,18,1141860.67
2010-08-20,19,1419383.19
2010-08-20,20,1975374.56
2010-08-20,21,848873.28
2010-08-20,22,1017045.44
2010-08-20,23,1439901.05
2010-08-20,24,1375307.54
2010-08-20,25,724499.81
2010-08-20,26,1007385.36
2010-08-20,27,1936878.46
2010-08-20,28,1195897.6
2010-08-20,29,531640.19
2010-08-20,30,447139.8
2010-08-20,31,1376571.21
2010-08-20,32,1189887.86
2010-08-20,33,230519.49
2010-08-20,34,985152.94
2010-08-20,35,1033719.5
2010-08-20,36,437949.9
2010-08-20,37,486930.72
2010-08-20,38,329139.73
2010-08-20,39,1471816.52
2010-08-20,40,932397.0
2010-08-20,41,1353838.39
2010-08-20,42,500945.63
2010-08-20,43,712869.09
2010-08-20,44,284740.5
2010-08-20,45,708568.29
2010-08-27,1,1449142.92
2010-08-27,2,1863840.49
2010-08-27,3,362134.09
2010-08-27,4,1848403.92
2010-08-27,5,288519.75
2010-08-27,6,1450766.12
2010-08-27,7,554309.24
2010-08-27,8,888816.78
2010-08-27,9,506789.66
2010-08-27,10,1727565.42
2010-08-27,11,1311263.07
2010-08-27,12,1004516.46
2010-08-27,13,1908278.27
2010-08-27,14,2020332.07
2010-08-27,15,649791.15
2010-08-27,16,581010.52
2010-08-27,17,802583.89
2010-08-27,18,1214302.76
2010-08-27,19,1557888.16
2010-08-27,20,1946369.57
2010-08-27,21,855882.57
2010-08-27,22,1081420.96
2010-08-27,23,1584623.36
2010-08-27,24,1350059.35
2010-08-27,25,711461.95
2010-08-27,26,977322.52
2010-08-27,27,1870684.21
2010-08-27,28,1191585.92
2010-08-27,29,545766.13
2010-08-27,30,443810.78
2010-08-27,31,1326621.98
2010-08-27,32,1140501.03
2010-08-27,33,224031.19
2010-08-27,34,855421.39
2010-08-27,35,917693.06
2010-08-27,36,412050.73
2010-08-27,37,512157.25
2010-08-27,38,322868.56
2010-08-27,39,1417515.93
2010-08-27,40,922328.02
2010-08-27,41,1173131.63
2010-08-27,42,465993.51
2010-08-27,43,655284.69
2010-08-27,44,293155.08
2010-08-27,45,721744.33
2010-09-03,1,1540163.53
2010-09-03,2,1904608.09
2010-09-03,3,366473.97
2010-09-03,4,1935857.58
2010-09-03,5,323798.0
2010-09-03,6,1510925.32
2010-09-03,7,532765.05
2010-09-03,8,899036.47
2010-09-03,9,511049.06
2010-09-03,10,1766331.45
2010-09-03,11,1303914.27
2010-09-03,12,1075758.55
2010-09-03,13,1911852.58
2010-09-03,14,2182563.66
2010-09-03,15,638647.21
2010-09-03,16,542087.89
2010-09-03,17,834373.73
2010-09-03,18,1187359.77
2010-09-03,19,1623519.64
2010-09-03,20,2121561.41
2010-09-03,21,727772.8
2010-09-03,22,1074535.88
2010-09-03,23,1405119.23
2010-09-03,24,1366381.6
2010-09-03,25,685700.08
2010-09-03,26,1037549.71
2010-09-03,27,1908110.9
2010-09-03,28,1523410.71
2010-09-03,29,579272.38
2010-09-03,30,461548.98
2010-09-03,31,1302047.48
2010-09-03,32,1095932.51
2010-09-03,33,237405.82
2010-09-03,34,964356.74
2010-09-03,35,948660.79
2010-09-03,36,431294.45
2010-09-03,37,510427.53
2010-09-03,38,377096.55
2010-09-03,39,1345167.61
2010-09-03,40,976453.34
2010-09-03,41,1223355.5
2010-09-03,42,524658.06
2010-09-03,43,689326.91
2010-09-03,44,295880.12
2010-09-03,45,790144.7
2010-09-10,1,1507460.69
2010-09-10,2,1839128.83
2010-09-10,3,352260.97
2010-09-10,4,1865820.81
2010-09-10,5,306533.08
2010-09-10,6,1424225.44
2010-09-10,7,535769.32
2010-09-10,8,831425.2
2010-09-10,9,484835.2
2010-09-10,10,1720530.23
2010-09-10,11,1231428.46
2010-09-10,12,903119.03
2010-09-10,13,1772143.94
2010-09-10,14,2191767.76
2010-09-10,15,641965.2
2010-09-10,16,537518.57
2010-09-10,17,1200888.28
2010-09-10,18,1011201.12
2010-09-10,19,1591453.39
2010-09-10,20,2014954.79
2010-09-10,21,674055.81
2010-09-10,22,924174.4
2010-09-10,23,1272842.85
2010-09-10,24,1474498.59
2010-09-10,25,655811.95
2010-09-10,26,1042226.3
2010-09-10,27,1913494.81
2010-09-10,28,1246062.17
2010-09-10,29,491290.37
2010-09-10,30,455162.92
2010-09-10,31,1308179.02
2010-09-10,32,1028635.39
2010-09-10,33,272834.88
2010-09-10,34,932240.96
2010-09-10,35,961685.98
2010-09-10,36,434471.38
2010-09-10,37,510296.07
2010-09-10,38,336227.69
2010-09-10,39,1279666.47
2010-09-10,40,967310.82
2010-09-10,41,1172672.27
2010-09-10,42,589091.04
2010-09-10,43,722120.04
2010-09-10,44,283455.13
2010-09-10,45,721460.22
2010-09-17,1,1430378.67
2010-09-17,2,1793903.6
2010-09-17,3,363064.64
2010-09-17,4,1899959.61
2010-09-17,5,282558.65
2010-09-17,6,1308537.75
2010-09-17,7,489408.53
2010-09-17,8,836707.85
2010-09-17,9,463448.59
2010-09-17,10,1716755.78
2010-09-17,11,1215676.31
2010-09-17,12,852882.61
2010-09-17,13,1790279.74
2010-09-17,14,1953539.85
2010-09-17,15,583210.87
2010-09-17,16,522049.52
2010-09-17,17,871264.25
2010-09-17,18,997998.21
2010-09-17,19,1386789.31
2010-09-17,20,1948359.78
2010-09-17,21,684340.86
2010-09-17,22,918285.97
2010-09-17,23,1159132.58
2010-09-17,24,1273295.46
2010-09-17,25,628989.88
2010-09-17,26,923473.7
2010-09-17,27,1629978.46
2010-09-17,28,1159812.35
2010-09-17,29,463752.89
2010-09-17,30,462058.19
2010-09-17,31,1294105.01
2010-09-17,32,1043962.36
2010-09-17,33,246277.18
2010-09-17,34,885445.47
2010-09-17,35,831443.61
2010-09-17,36,454694.21
2010-09-17,37,501251.4
2010-09-17,38,336253.19
2010-09-17,39,1252915.43
2010-09-17,40,855046.95
2010-09-17,41,1111170.91
2010-09-17,42,536871.58
2010-09-17,43,725043.04
2010-09-17,44,279364.13
2010-09-17,45,716987.58
2010-09-24,1,1351791.03
2010-09-24,2,1724557.22
2010-09-24,3,355626.87
2010-09-24,4,1810684.68
2010-09-24,5,293131.58
2010-09-24,6,1275591.84
2010-09-24,7,488008.83
2010-09-24,8,773725.08
2010-09-24,9,452905.22
2010-09-24,10,1655036.75
2010-09-24,11,1170103.25
2010-09-24,12,851919.34
2010-09-24,13,1705655.09
2010-09-24,14,1879891.13
2010-09-24,15,548542.47
2010-09-24,16,511330.32
2010-09-24,17,852876.29
2010-09-24,18,950862.92
2010-09-24,19,1318343.58
2010-09-24,20,1789687.65
2010-09-24,21,671688.06
2010-09-24,22,902779.25
2010-09-24,23,1099055.65
2010-09-24,24,1169413.27
2010-09-24,25,607819.33
2010-09-24,26,868636.3
2010-09-24,27,1597002.71
2010-09-24,28,1111797.21
2010-09-24,29,465338.41
2010-09-24,30,448392.17
2010-09-24,31,1230250.25
2010-09-24,32,1067432.1
2010-09-24,33,231976.84
2010-09-24,34,867539.07
2010-09-24,35,758069.78
2010-09-24,36,419348.59
2010-09-24,37,494265.48
2010-09-24,38,330604.9
2010-09-24,39,1199449.54
2010-09-24,40,844373.31
2010-09-24,41,1110941.78
2010-09-24,42,492262.96
2010-09-24,43,650263.95
2010-09-24,44,281313.78
2010-09-24,45,678228.58
2010-10-01,1,1453329.5
2010-10-01,2,1827440.43
2010-10-01,3,358784.1
2010-10-01,4,1842821.02
2010-10-01,5,283178.12
2010-10-01,6,1328468.89
2010-10-01,7,448998.73
2010-10-01,8,804105.49
2010-10-01,9,495692.19
2010-10-01,10,1645892.97
2010-10-01,11,1182490.46
2010-10-01,12,850936.26
2010-10-01,13,1765584.48
2010-10-01,14,1855703.66
2010-10-01,15,566945.95
2010-10-01,16,463977.54
2010-10-01,17,829207.27
2010-10-01,18,948977.5
2010-10-01,19,1379456.3
2010-10-01,20,1933719.21
2010-10-01,21,677158.39
2010-10-01,22,905987.17
2010-10-01,23,1129909.44
2010-10-01,24,1215273.2
2010-10-01,25,658640.14
2010-10-01,26,923221.52
2010-10-01,27,1543532.83
2010-10-01,28,1203080.41
2010-10-01,29,474698.01
2010-10-01,30,445475.3
2010-10-01,31,1213981.64
2010-10-01,32,1061089.56
2010-10-01,33,224294.39
2010-10-01,34,865709.11
2010-10-01,35,771065.21
2010-10-01,36,422169.47
2010-10-01,37,529877.93
2010-10-01,38,360256.58
2010-10-01,39,1219583.91
2010-10-01,40,891152.33
2010-10-01,41,1109216.35
2010-10-01,42,481523.93
2010-10-01,43,657108.77
2010-10-01,44,300152.45
2010-10-01,45,690007.76
2010-10-08,1,1508239.93
2010-10-08,2,1849921.44
2010-10-08,3,395107.35
2010-10-08,4,1951494.85
2010-10-08,5,290494.85
2010-10-08,6,1360317.9
2010-10-08,7,480239.88
2010-10-08,8,870349.86
2010-10-08,9,505069.21
2010-10-08,10,1772192.42
2010-10-08,11,1293472.8
2010-10-08,12,918335.68
2010-10-08,13,1871924.07
2010-10-08,14,2091663.2
2010-10-08,15,591603.79
2010-10-08,16,442894.2
2010-10-08,17,827738.06
2010-10-08,18,1107432.71
2010-10-08,19,1428960.72
2010-10-08,20,2060389.27
2010-10-08,21,680579.49
2010-10-08,22,1015051.62
2010-10-08,23,1179851.68
2010-10-08,24,1361944.94
2010-10-08,25,674283.86
2010-10-08,26,1001069.52
2010-10-08,27,1707662.87
2010-10-08,28,1334571.87
2010-10-08,29,530059.06
2010-10-08,30,462080.47
2010-10-08,31,1300131.68
2010-10-08,32,1085483.44
2010-10-08,33,266484.19
2010-10-08,34,931710.67
2010-10-08,35,874615.32
2010-10-08,36,444351.61
2010-10-08,37,524483.65
2010-10-08,38,351271.36
2010-10-08,39,1286598.59
2010-10-08,40,972405.38
2010-10-08,41,1162042.24
2010-10-08,42,599759.45
2010-10-08,43,713332.54
2010-10-08,44,279524.44
2010-10-08,45,745782.1
2010-10-15,1,1459409.1
2010-10-15,2,1794355.49
2010-10-15,3,345584.39
2010-10-15,4,1867345.09
2010-10-15,5,280681.2
2010-10-15,6,1344580.92
2010-10-15,7,463370.48
2010-10-15,8,826546.96
2010-10-15,9,454769.68
2010-10-15,10,1703850.25
2010-10-15,11,1175003.67
2010-10-15,12,862419.84
2010-10-15,13,1851431.06
2010-10-15,14,1932162.63
2010-10-15,15,577011.26
2010-10-15,16,452169.28
2010-10-15,17,838297.32
2010-10-15,18,1029618.1
2010-10-15,19,1369317.63
2010-10-15,20,1950676.39
2010-10-15,21,693412.05
2010-10-15,22,954401.46
2010-10-15,23,1119809.71
2010-10-15,24,1300806.74
2010-10-15,25,616094.72
2010-10-15,26,937956.89
2010-10-15,27,1728388.2
2010-10-15,28,1158062.99
2010-10-15,29,483011.69
2010-10-15,30,453943.89
2010-10-15,31,1265852.43
2010-10-15,32,1096692.88
2010-10-15,33,251732.92
2010-10-15,34,888703.62
2010-10-15,35,798376.99
2010-10-15,36,453308.15
2010-10-15,37,498925.86
2010-10-15,38,337743.26
2010-10-15,39,1238742.0
2010-10-15,40,917883.17
2010-10-15,41,1133913.33
2010-10-15,42,559285.35
2010-10-15,43,699852.68
2010-10-15,44,268708.43
2010-10-15,45,715263.3
2010-10-22,1,1345454.0
2010-10-22,2,1737947.64
2010-10-22,3,348895.98
2010-10-22,4,1927610.06
2010-10-22,5,284988.27
2010-10-22,6,1332716.53
2010-10-22,7,472450.81
2010-10-22,8,836419.14
2010-10-22,9,466322.76
2010-10-22,10,1740234.06
2010-10-22,11,1169831.38
2010-10-22,12,857883.46
2010-10-22,13,1796949.59
2010-10-22,14,1936621.09
2010-10-22,15,600395.73
2010-10-22,16,541216.92
2010-10-22,17,815093.76
2010-10-22,18,1052120.43
2010-10-22,19,1357154.71
2010-10-22,20,1893955.27
2010-10-22,21,710668.45
2010-10-22,22,960998.52
2010-10-22,23,1147503.92
2010-10-22,24,1234875.33
2010-10-22,25,661644.19
2010-10-22,26,916522.66
2010-10-22,27,1693935.29
2010-10-22,28,1120619.32
2010-10-22,29,505221.17
2010-10-22,30,459631.74
2010-10-22,31,1262289.29
2010-10-22,32,1102185.0
2010-10-22,33,234175.92
2010-10-22,34,936293.6
2010-10-22,35,827705.82
2010-10-22,36,424956.3
2010-10-22,37,510425.4
2010-10-22,38,339042.18
2010-10-22,39,1261109.01
2010-10-22,40,882180.91
2010-10-22,41,1156003.7
2010-10-22,42,522467.51
2010-10-22,43,680943.03
2010-10-22,44,270110.3
2010-10-22,45,730899.37
2010-10-29,1,1384209.22
2010-10-29,2,1802755.11
2010-10-29,3,348591.74
2010-10-29,4,1933333.0
2010-10-29,5,278031.81
2010-10-29,6,1385323.7
2010-10-29,7,465493.15
2010-10-29,8,830756.76
2010-10-29,9,508801.61
2010-10-29,10,1741308.56
2010-10-29,11,1195036.0
2010-10-29,12,955294.7
2010-10-29,13,1887895.07
2010-10-29,14,1984768.34
2010-10-29,15,598301.5
2010-10-29,16,495022.51
2010-10-29,17,861941.25
2010-10-29,18,1038576.54
2010-10-29,19,1404576.48
2010-10-29,20,1891816.0
2010-10-29,21,731756.65
2010-10-29,22,1025766.27
2010-10-29,23,1112871.23
2010-10-29,24,1244925.94
2010-10-29,25,674458.03
2010-10-29,26,895069.88
2010-10-29,27,1688955.49
2010-10-29,28,1231688.48
2010-10-29,29,527058.59
2010-10-29,30,438334.39
2010-10-29,31,1257921.28
2010-10-29,32,1115138.51
2010-10-29,33,213538.32
2010-10-29,34,926294.02
2010-10-29,35,857797.33
2010-10-29,36,392654.26
2010-10-29,37,514485.9
2010-10-29,38,341219.63
2010-10-29,39,1294769.08
2010-10-29,40,875038.84
2010-10-29,41,1144854.56
2010-10-29,42,476967.65
2010-10-29,43,610076.32
2010-10-29,44,286497.49
2010-10-29,45,732859.76
2010-11-05,1,1551659.28
2010-11-05,2,1939061.41
2010-11-05,3,423175.56
2010-11-05,4,2013115.79
2010-11-05,5,325310.3
2010-11-05,6,1505442.15
2010-11-05,7,480512.44
2010-11-05,8,927266.34
2010-11-05,9,517869.97
2010-11-05,10,1832211.96
2010-11-05,11,1332759.13
2010-11-05,12,929690.71
2010-11-05,13,1854967.66
2010-11-05,14,2078417.47
2010-11-05,15,612987.64
2010-11-05,16,446905.02
2010-11-05,17,818434.49
2010-11-05,18,1089530.94
2010-11-05,19,1435379.25
2010-11-05,20,2184316.64
2010-11-05,21,719888.76
2010-11-05,22,1006888.16
2010-11-05,23,1203119.96
2010-11-05,24,1285358.01
2010-11-05,25,696314.53
2010-11-05,26,970224.51
2010-11-05,27,1686010.02
2010-11-05,28,1501663.26
2010-11-05,29,521002.97
2010-11-05,30,484661.87
2010-11-05,31,1324455.72
2010-11-05,32,1063056.21
2010-11-05,33,246124.61
2010-11-05,34,972292.31
2010-11-05,35,843755.12
2010-11-05,36,405860.37
2010-11-05,37,539683.42
2010-11-05,38,380870.09
2010-11-05,39,1293707.19
2010-11-05,40,968270.66
2010-11-05,41,1163878.49
2010-11-05,42,565390.4
2010-11-05,43,605960.2
2010-11-05,44,270516.84
2010-11-05,45,764014.06
2010-11-12,1,1494479.49
2010-11-12,2,1916812.74
2010-11-12,3,386635.03
2010-11-12,4,1999794.26
2010-11-12,5,301827.36
2010-11-12,6,1495536.46
2010-11-12,7,507584.29
2010-11-12,8,911538.98
2010-11-12,9,520846.68
2010-11-12,10,1895901.59
2010-11-12,11,1281675.6
2010-11-12,12,942475.24
2010-11-12,13,1939964.63
2010-11-12,14,2092189.06
2010-11-12,15,619639.74
2010-11-12,16,453632.76
2010-11-12,17,855459.96
2010-11-12,18,1081322.12
2010-11-12,19,1490235.86
2010-11-12,20,2187765.28
2010-11-12,21,735796.38
2010-11-12,22,1043698.64
2010-11-12,23,1387953.75
2010-11-12,24,1312877.01
2010-11-12,25,713250.08
2010-11-12,26,971193.01
2010-11-12,27,1828010.25
2010-11-12,28,1266460.45
2010-11-12,29,524450.7
2010-11-12,30,431266.64
2010-11-12,31,1352780.76
2010-11-12,32,1141019.11
2010-11-12,33,272803.94
2010-11-12,34,979730.78
2010-11-12,35,870914.69
2010-11-12,36,425804.8
2010-11-12,37,517546.69
2010-11-12,38,340147.2
2010-11-12,39,1291398.71
2010-11-12,40,935481.32
2010-11-12,41,1175326.23
2010-11-12,42,588592.61
2010-11-12,43,595421.23
2010-11-12,44,281909.79
2010-11-12,45,765648.93
2010-11-19,1,1483784.18
2010-11-19,2,1956739.17
2010-11-19,3,372545.32
2010-11-19,4,2097809.4
2010-11-19,5,297384.81
2010-11-19,6,1518841.45
2010-11-19,7,482528.36
2010-11-19,8,885608.04
2010-11-19,9,519823.3
2010-11-19,10,1949177.13
2010-11-19,11,1292346.57
2010-11-19,12,894493.7
2010-11-19,13,1925393.91
2010-11-19,14,1968462.58
2010-11-19,15,608200.81
2010-11-19,16,458634.68
2010-11-19,17,782252.57
2010-11-19,18,1045722.37
2010-11-19,19,1377593.1
2010-11-19,20,2105058.91
2010-11-19,21,756288.89
2010-11-19,22,985896.44
2010-11-19,23,1314994.32
2010-11-19,24,1277150.6
2010-11-19,25,718056.73
2010-11-19,26,901972.7
2010-11-19,27,1704785.74
2010-11-19,28,1179315.72
2010-11-19,29,508174.55
2010-11-19,30,423707.69
2010-11-19,31,1359158.57
2010-11-19,32,1150729.89
2010-11-19,33,224639.76
2010-11-19,34,955766.33
2010-11-19,35,846850.35
2010-11-19,36,411615.71
2010-11-19,37,518124.16
2010-11-19,38,348593.99
2010-11-19,39,1370659.54
2010-11-19,40,852452.93
2010-11-19,41,1172155.28
2010-11-19,42,524316.21
2010-11-19,43,589467.35
2010-11-19,44,284322.52
2010-11-19,45,723987.85
2010-11-26,1,1955624.11
2010-11-26,2,2658725.29
2010-11-26,3,565567.84
2010-11-26,4,2789469.45
2010-11-26,5,488362.61
2010-11-26,6,2267452.4
2010-11-26,7,835189.26
2010-11-26,8,1261693.16
2010-11-26,9,768070.53
2010-11-26,10,2939946.38
2010-11-26,11,1757242.51
2010-11-26,12,1601377.41
2010-11-26,13,2766400.05
2010-11-26,14,2921709.71
2010-11-26,15,1120018.92
2010-11-26,16,651837.77
2010-11-26,17,1005448.76
2010-11-26,18,1653759.36
2010-11-26,19,1993367.83
2010-11-26,20,2811634.04
2010-11-26,21,1245628.61
2010-11-26,22,1564502.26
2010-11-26,23,2072685.05
2010-11-26,24,1779276.51
2010-11-26,25,1115240.61
2010-11-26,26,1286833.62
2010-11-26,27,2627910.75
2010-11-26,28,1937033.5
2010-11-26,29,975268.91
2010-11-26,30,462732.36
2010-11-26,31,1858856.06
2010-11-26,32,1634635.86
2010-11-26,33,240044.57
2010-11-26,34,1309476.68
2010-11-26,35,1781866.98
2010-11-26,36,408891.49
2010-11-26,37,518220.72
2010-11-26,38,360857.98
2010-11-26,39,2149355.2
2010-11-26,40,1166142.85
